variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
1.80439+2.6852*ii, 1.05007+2.51841*ii, -1.9225-.978743*ii, -.0643407+.391931*ii, .141043-.338267*ii, 1.05772-3.59425*ii, -2.96387+2.80264*ii, -3.26317+1.90636*ii, 0, .48154+2.10956*ii, 3.19093e-16+1.882e-16*ii, 1.31058-2.66653*ii
3.39906+1.50467*ii, 6.00555+.892461*ii, -3.38051-1.49655*ii, 1.0025+5.66206*ii, .162915-.0242102*ii, 1.17263-1.41627*ii, -.995292-.627049*ii, .113603+.0712964*ii, 3.51207e-16+1.04094e-15*ii, 3.07068-.719676*ii, 1.98354e-16+2.26037e-16*ii, .294847-.908487*ii
-.00154225+.0487407*ii, -.155785-.822811*ii, -.114409+.340396*ii, .161659-.0179537*ii, -.222141+1.17329*ii, .0683249-.425842*ii, .0211604-.1477*ii, -.987746-.465124*ii, -6.26695e-17-6.07679e-17*ii, -.618519-.060968*ii, -7.71526e-17+2.05559e-17*ii, -.288991-.13763*ii
.80264-.830715*ii, .215923-.151371*ii, .331533-.997691*ii, 4.18143+.591228*ii, 3.1052+2.17688*ii, -1.52428-.375085*ii, .0796551-.111131*ii, -.108835+.0573323*ii, -1.31967e-17+2.36632e-16*ii, .310671-.134607*ii, -1.0793e-17-6.03832e-17*ii, -1.82023-.865494*ii
.025188-1.92724*ii, -.0464854-.236212*ii, .71273+2.18352*ii, 2.73617+3.46165*ii, -.802068+4.07564*ii, -1.18493-2.55608*ii, .169516+.135785*ii, .0081438+.203407*ii, 8.53326e-17+5.86964e-17*ii, .178449-.163554*ii, -3.26106e-16-3.12619e-16*ii, 1.57407-2.35523*ii
.659036-.993736*ii, .270413-.11451*ii, .143341-1.00068*ii, 3.85884-.01012*ii, 3.13573+1.32787*ii, -1.45192+.003161*ii, .0850907-.129084*ii, .113616-.0762634*ii, -5.28269e-17+2.26653e-16*ii, .369158-.0647143*ii, 9.41638e-17+3.3991e-17*ii, -1.80639-.413158*ii
39.1406-39.0006*ii, 29.5107-52.6145*ii, 38.9114-38.7722*ii, 194.681-95.7009*ii, .00810919+.0144578*ii, -114.157-18.6752*ii, 48.4643+173.464*ii, 5.69605+20.3874*ii, 4.3846e-18-2.17289e-18*ii, 86.243-49.2204*ii, -1.83661e-19+9.31898e-19*ii, -145.241-123.127*ii
.150484+1.25277*ii, .787326+.239621*ii, .390472-.864155*ii, -1.28812-.007992*ii, 1.16245-.353788*ii, -.202471+.927734*ii, -.059672-.486541*ii, -.18885-.423679*ii, -1.15388e-21-4.87252e-20*ii, .121983+1.16207*ii, 1.02852e-20+7.1703e-20*ii, -1.32514+.248199*ii
-1.17638-2.37263*ii, -.655072-.105089*ii, -1.78994+1.43485*ii, 1.14847-.076276*ii, -1.48825+.238749*ii, 1.49732-1.00782*ii, -.4404-1.06128*ii, -.702496-1.33191*ii, -7.78441e-20-1.74701e-20*ii, -.521628-1.1064*ii, -5.05396e-20+9.63479e-20*ii, 3.09188+1.23041*ii
-.516638-.389832*ii, .093723+1.17477*ii, -.065803-.753074*ii, .314717-.552331*ii, .067482-.845848*ii, .0743442+.222841*ii, -.066346+.503453*ii, -.202941-.646212*ii, -3.65532e-18-1.51333e-18*ii, 1.05024+.674635*ii, -1.23024e-16-3.38052e-17*ii, .235507+.080296*ii
-.622329+.953224*ii, .839388+1.30362*ii, -.240096-1.30596*ii, -.0421494+.499423*ii, .349162-.542271*ii, 1.03616+.240782*ii, -.99879-.534356*ii, -.816482-1.20601*ii, 3.0391e-20+1.10589e-20*ii, .788374+.61141*ii, 7.25195e-20-7.82331e-20*ii, .680298-.07566*ii
-3.96741-3.0732*ii, -.864928-2.46984*ii, 1.96015+.33456*ii, -.104414+.384781*ii, -.1263+.360654*ii, .77057+5.24382*ii, 2.41544-5.82345*ii, 2.71555-5.42652*ii, -9.15729e-20-1.81172e-19*ii, -.476623-2.18988*ii, 7.896e-22+1.81567e-19*ii, .106026+4.53785*ii
-.133032-.0677917*ii, -.60729-.201991*ii, -.902517-.282126*ii, -.0367954-.245757*ii, -1.48264+.493141*ii, 1.2939-.651183*ii, -.173702+.243384*ii, -1.68941-.810495*ii, -1.44396e-16-4.50576e-17*ii, -.0996692-.378994*ii, 2.19602e-16-2.8471e-16*ii, .766929+.445525*ii
.00382062+.00311475*ii, .997182+.380147*ii, .00809949+.0528611*ii, -.0767799-.0387714*ii, .875579-.333789*ii, -.682346+.16078*ii, -.0278584-.00612458*ii, .252921-.178799*ii, 3.65333e-17+3.43565e-17*ii, .403679+.809695*ii, -1.76937e-17-3.55662e-17*ii, -.517915-.291526*ii
-.0956385+.171365*ii, -.005021+.801518*ii, -.0984443+.196577*ii, -2.28286-.453888*ii, -.007816-1.24758*ii, .046178+.399373*ii, -.0123383+.0392769*ii, .0214133+.00197278*ii, 3.61588e-17-5.25073e-17*ii, .109153+1.63361*ii, 8.8357e-18-9.71344e-17*ii, .153559+.80673*ii
-.5926-.778795*ii, -.971006+.340324*ii, 1.04808+.362557*ii, -.827266+.212317*ii, -.917192-.321463*ii, -.189622+.29235*ii, .22427+.525442*ii, .116248-.638881*ii, -4.71284e-17-1.26512e-16*ii, .616269+1.30969*ii, -1.17423e-16-2.09127e-17*ii, .436444+.223183*ii
.875482-.455388*ii, 1.43182+.25886*ii, -.977064+.27314*ii, .87576+.576479*ii, .676305-.122269*ii, -.556566-.771566*ii, -.234054+.406265*ii, .0675896+.29913*ii, 9.02589e-20+3.98164e-20*ii, .657509+.383369*ii, -1.55909e-20+7.32344e-21*ii, -.135562-.478823*ii
-.0927571-.158922*ii, .446612+.719619*ii, -.283091-.354878*ii, -.386761-.344687*ii, .622617-1.00321*ii, -.0359835+.401639*ii, -.167952-.0545691*ii, .0563872-.396686*ii, -3.43109e-17+7.43661e-18*ii, .531855+.917508*ii, -1.07683e-17-2.73714e-17*ii, -.060176+.501334*ii
-38.9557+20.2434*ii, -34.6639+24.5776*ii, -38.7275+20.1249*ii, -166.52-61.5806*ii, -.0191975-.0136116*ii, 37.1115+38.934*ii, 46.081-89.6501*ii, -5.41594+10.5367*ii, -1.94624e-18+2.36538e-18*ii, -81.5719+3.7767*ii, -2.80685e-19-1.8596e-18*ii, 19.6171+101.486*ii
-.39409-1.60854*ii, -.0411368-.26153*ii, 1.06499+1.7475*ii, 2.74075+2.81046*ii, -.586912+3.73133*ii, -1.20921-2.00462*ii, .181223+.105319*ii, -.0245584-.199105*ii, -1.11163e-16-2.73048e-16*ii, .219673-.198958*ii, 1.58569e-16+1.09673e-16*ii, 1.13542-2.36209*ii
-5.37977-2.1678*ii, -8.43731+1.71474*ii, 5.34802+2.15552*ii, -5.54345-7.11819*ii, -.11382-.023132*ii, -2.28286+2.50873*ii, 2.6598+.471964*ii, .313225+.0536822*ii, -8.3402e-18+1.19068e-16*ii, -3.36339+4.28127*ii, -5.87525e-16-6.79298e-16*ii, -.072706+2.14366*ii
-1.00162-2.43881*ii, -.481402-.2153*ii, -.582468+1.78789*ii, 1.82829-.309443*ii, -1.73103+.774174*ii, -.134215-1.45824*ii, .15473+.69412*ii, -.329582-.650382*ii, 3.01367e-20-1.08521e-19*ii, .144583-.715025*ii, 6.60544e-20-1.3882e-19*ii, 1.92742-.623394*ii
2.43813+.951776*ii, .276913-.027735*ii, -.224129-3.04292*ii, 2.29666+.865331*ii, 3.57538+.358102*ii, -.264638+.644331*ii, -.532001-.00703*ii, -.755257+.189381*ii, -4.1753e-20+8.23887e-20*ii, .820296+.906216*ii, -8.48948e-20+1.14037e-19*ii, -2.96722+.745459*ii
-.00394911+.004595*ii, .935553+.365109*ii, .0341866-.0536431*ii, -.0214557-.09236*ii, .927609-.362008*ii, -.654395+.244458*ii, -.0188029-.0256479*ii, .237473-.233261*ii, -2.48023e-20+2.62358e-20*ii, .418523+.793372*ii, 2.17425e-20+2.79515e-21*ii, -.584869-.217333*ii
-.127813+.19886*ii, -.000528+.801068*ii, -.132301+.22586*ii, -2.41166-.498798*ii, -.000823-1.24833*ii, .0697689+.431933*ii, .016376-.0438028*ii, .0228059+.00325649*ii, -5.17288e-20+3.48556e-20*ii, .036408+1.6259*ii, -2.62617e-20-5.84105e-21*ii, .161814+.8734*ii
1.91021+6.40709*ii, 3.62801+5.68079*ii, 1.2137+5.00847*ii, .140071-.186045*ii, .0798526-.125034*ii, -4.36619-12.1093*ii, -8.63018+11.643*ii, -4.99764+7.91126*ii, 5.54176e-19+6.42685e-19*ii, -.02538+8.55994*ii, -4.09115e-19+5.25164e-19*ii, 3.65128-15.9341*ii
-.010063-.126216*ii, -.573441-.340987*ii, -.544713-.568535*ii, -.0384518+.237423*ii, -1.28832+.766079*ii, 1.10436-.169907*ii, .254485-.0623494*ii, -1.3119-.963222*ii, -1.53236e-16-2.51581e-17*ii, .141396-.42094*ii, -1.65932e-16+1.38194e-16*ii, .265498+.694686*ii
.714922-.903664*ii, .237343-.127732*ii, .283567-.996972*ii, 4.39209+.099463*ii, 3.26706+1.75825*ii, -1.61452-.344858*ii, -.0783468+.105216*ii, -.0991508+.0500487*ii, -1.23984e-17+3.22797e-16*ii, .329082-.0814444*ii, 1.3102e-16+4.1794e-16*ii, -1.85924-.924729*ii
.0111991-.0035614*ii, .928842+.35851*ii, .06888-.0545316*ii, -.0000898-.134631*ii, .937016-.361665*ii, -.716769+.2436*ii, .0131405+.0414068*ii, .252167-.201871*ii, 5.63673e-17-7.8640e-18*ii, .438262+.808895*ii, -9.18845e-17-5.9173e-18*ii, -.650062-.258362*ii
-1.70057-4.6171*ii, -.0980982+.185787*ii, -3.50423+4.30609*ii, -.611177-3.3365*ii, -2.22243-4.20903*ii, .809157-1.19631*ii, -.713304+.122464*ii, .903922-.462185*ii, 3.88913e-20-2.5984e-22*ii, -.730787-.249836*ii, -1.56055e-19+6.54808e-20*ii, 4.80727+2.25322*ii
-.894802+1.21213*ii, -.816382+1.64047*ii, 1.12682-2.05121*ii, .433364-.105944*ii, -.243143-.488581*ii, .948056+.064326*ii, -1.28444+1.07492*ii, -1.61904-1.23069*ii, 3.69032e-16+5.28349e-17*ii, 1.23298+1.41046*ii, 1.01316e-16-3.19844e-16*ii, .429922-.871207*ii
-.00273818-.00413835*ii, .995032+.381359*ii, .00037734+.0538288*ii, -.0700309-.050359*ii, .876276-.335845*ii, -.679021+.160904*ii, -.0267675-.0101637*ii, .251527-.182041*ii, 1.02002e-18+8.66096e-18*ii, .400064+.80162*ii, 4.01669e-17-1.04289e-16*ii, -.512255-.286013*ii
.0140835-.00789652*ii, 1.04011+.361548*ii, .0634247+.0815751*ii, -.137188+.0261236*ii, .85779-.298173*ii, -.749602+.201551*ii, .0545793-.0182573*ii, .332793-.168684*ii, -1.27507e-18-1.705e-17*ii, .436399+.817788*ii, -4.95842e-17+1.07817e-16*ii, -.578549-.303704*ii
.459018+.13139*ii, .97195+.768271*ii, -.185829-.289605*ii, -.715677+.314593*ii, .633222-.500526*ii, -.5287+.181632*ii, .234474+.195741*ii, .285475+.1358*ii, -4.91766e-20-2.25736e-20*ii, .776761+1.06949*ii, -6.23631e-21+4.9804e-21*ii, -.595453+.034071*ii
2.55665+2.25977*ii, 1.34571+2.62129*ii, -2.35208-.470083*ii, .0768859-.356336*ii, .154998-.301919*ii, -.02559-4.32745*ii, -2.27939+4.09451*ii, -3.0351+3.1565*ii, 7.07316e-17-2.84996e-16*ii, .661133+2.18832*ii, 7.95354e-16+4.61198e-17*ii, .584479-3.30615*ii
-.647764-1.22764*ii, -1.09684-.028936*ii, .926464+.021696*ii, .789413-.141054*ii, -.911076+.024035*ii, -.20391+.152383*ii, .263993+.824006*ii, -.158119-.97248*ii, -1.21852e-16-8.33803e-17*ii, .81427+.531612*ii, -3.70579e-17+5.41565e-17*ii, .224701-.020223*ii
-.042977-6.67416*ii, -.318648+.122455*ii, -4.14162+5.67607*ii, 1.67653+1.99737*ii, -2.73443-1.05083*ii, 1.10717-3.467*ii, -.980199-.818579*ii, 1.40704+.277638*ii, 1.2301e-19-1.34884e-20*ii, -.271354-.647116*ii, -8.39368e-20+2.09027e-19*ii, 7.19206+2.05992*ii
-.647234+.856697*ii, -.585828+1.68932*ii, .83549-1.3818*ii, -.480707+.0741355*ii, -.183243-.528408*ii, .59664+.078191*ii, -.783685+.76351*ii, -1.01866-.720747*ii, 1.92391e-20-2.55445e-20*ii, 1.02911+1.60328*ii, -2.22302e-20-7.6795e-20*ii, .458444-.448236*ii
.988934-1.69527*ii, .515911-1.16806*ii, -1.32072+2.3526*ii, -.761659+.305329*ii, .316408+.716369*ii, -.984159-.684054*ii, .932954-.726921*ii, .716798+.856042*ii, 9.02663e-17-2.94029e-16*ii, -1.07155+.126244*ii, 2.05409e-16-1.11758e-16*ii, -.075093+1.00995*ii
1.15281+3.1244*ii, .52064-.073772*ii, 1.14211-3.34339*ii, -1.32765-.957183*ii, 1.88291+.266799*ii, -.578313+1.81407*ii, .840063+.570098*ii, -1.17127-.137146*ii, -1.1884e-19+1.09961e-19*ii, .542998+1.12732*ii, -1.05027e-19-2.89422e-20*ii, -4.53077-.002209*ii
-.0437193+.171922*ii, .65447+.389036*ii, -.035386-.428861*ii, -.083713-.570498*ii, 1.12902-.671122*ii, -.414125+.481398*ii, -.141282-.0587223*ii, .0008167-.347058*ii, 1.31868e-16+5.37798e-17*ii, .301881+.836626*ii, -2.90435e-17-1.18354e-16*ii, -.730851+.127101*ii
-1.33591-6.29786*ii, -1.86308-5.54746*ii, -.1332-4.96343*ii, .128485-.208707*ii, -.0544037+.161991*ii, 1.8587+11.8419*ii, 9.6192-9.06294*ii, 5.20248-7.71193*ii, -2.17478e-19-1.3691e-19*ii, 1.85393-7.03692*ii, 4.57493e-19+4.50732e-20*ii, -6.15855+13.5742*ii
-.0721796-.047201*ii, -.529443-.290556*ii, -.687648-.198394*ii, .0396137+.195839*ii, -1.45159+.796627*ii, 1.16868-.681868*ii, -.150874+.152917*ii, -1.57687-.813498*ii, 1.53468e-18+3.5425e-17*ii, -.0604432-.337815*ii, 3.72245e-17-8.45206e-17*ii, .718578+.273484*ii
37.9982-21.0562*ii, 34.1421-25.1609*ii, 37.7756-20.9329*ii, 164.364+54.9017*ii, .018981+.013988*ii, -38.932-36.8519*ii, -41.4733+90.5048*ii, 4.8744-10.6371*ii, -1.03733e-18+2.04254e-18*ii, 80.8334-4.8702*ii, -1.22217e-18+1.84258e-18*ii, -24.1238-99.4735*ii
.0688786+.106155*ii, -.556594-.284432*ii, -.776226-.417487*ii, -.0087408+.229728*ii, -1.42461+.728009*ii, 1.33042-.648144*ii, -.223958+.157765*ii, -1.71384-.820534*ii, -6.2633e-18+6.69855e-17*ii, -.0316837-.320001*ii, 1.76243e-16+3.91499e-16*ii, .650513+.39557*ii
.548869-1.04631*ii, .281629-.0741292*ii, .091529-.994775*ii, 4.04985-.598836*ii, 3.32071+.874065*ii, -1.55845+.028411*ii, -.0844092+.117258*ii, .103703-.0635429*ii, -8.72801e-17+1.05682e-16*ii, .359183+.0065667*ii, 2.47259e-16+2.91831e-16*ii, -1.85942-.489534*ii
3.05818+1.17322*ii, .237101-.113469*ii, -.166896-3.70377*ii, 2.03982+1.65003*ii, 3.43166+1.64229*ii, -.402265+.829203*ii, .592751-.191558*ii, -.772263+.468059*ii, 5.85991e-20+1.26905e-19*ii, 1.05756+.476853*ii, 1.67009e-19-2.43073e-20*ii, -3.94195+1.00303*ii
-.654016-1.3192*ii, -1.31324-.893762*ii, .728994+1.50768*ii, -.675839-.908919*ii, -.520422+.354186*ii, -.72892+.119981*ii, .624265+.114093*ii, .0765035-.334973*ii, -1.48006e-16-2.13002e-17*ii, -.78667+.717081*ii, -1.78232e-16+4.58631e-17*ii, -.0350838+.493767*ii
.41508+.105398*ii, .242803+.554923*ii, -.562841-.1488*ii, -1.63798-.675991*ii, .661782-1.51249*ii, .0150225+.488023*ii, -.118259+.0169605*ii, .0132912+.109252*ii, 1.45693e-16-4.28317e-17*ii, .130558+1.42438*ii, 5.74824e-18-5.35908e-17*ii, -.329992+1.10474*ii
.641082-.977981*ii, .418012-1.0192*ii, -.397273+.927915*ii, .993591+1.06154*ii, .344467+.839882*ii, -.378516-.52088*ii, -.0993809-.392439*ii, .0263953-.253937*ii, -5.92526e-17+2.03617e-16*ii, -.180259+.0525163*ii, -3.66671e-18-1.59172e-17*ii, -.0292377+.105776*ii
-.023084-.00903822*ii, .914791+.327158*ii, .124111-.0416604*ii, .0705627-.181319*ii, .969187-.346612*ii, -.761472+.248871*ii, -.0001174+.0634141*ii, .252935-.218719*ii, 8.0084e-21-6.45437e-21*ii, .422979+.807254*ii, 4.93185e-21+1.43538e-20*ii, -.68345-.312462*ii
.0084393+.0426124*ii, 1.04748+.302012*ii, .175937+.0517834*ii, -.157112+.143578*ii, .881401-.254127*ii, -.756727+.28246*ii, .0526431-.0869033*ii, .368338-.2344*ii, 1.9838e-21-3.19489e-21*ii, .44788+.841854*ii, 1.46538e-21+1.35226e-22*ii, -.638059-.303437*ii
.071466+.908204*ii, .851211+2.06004*ii, -.053933-.900976*ii, -2.03102+1.09127*ii, .171328-.414635*ii, .232943+.21669*ii, .108816-.175717*ii, -.00129754+.0426196*ii, 2.37105e-20-2.97912e-20*ii, 1.09283+1.59548*ii, -2.06566e-20+2.54839e-20*ii, .236672+.142043*ii
.210607+.239079*ii, 1.18142+.259253*ii, .467307+.219455*ii, -.206782+.531845*ii, .807549-.177209*ii, -.98234+.053569*ii, -.127013+.246842*ii, .397774-.0458157*ii, 4.17668e-20-2.78914e-21*ii, .57294+1.16521*ii, -8.41486e-22+5.78636e-21*ii, -.702313-.78876*ii
2.94587+2.5212*ii, -.665163-.498116*ii, -1.03179-5.03908*ii, -.894366+.013095*ii, -.963221+.721321*ii, 1.8423+1.09956*ii, 1.61572+1.4332*ii, -2.88498-.292719*ii, -1.68968e-16-5.82235e-16*ii, 1.61076-.581695*ii, -7.60779e-17+2.50373e-16*ii, -3.979+1.92813*ii
-.143633+.191187*ii, -.008000+.775556*ii, -.147122+.222369*ii, -2.31325-.617889*ii, -.0133-1.28926*ii, .0583874+.397888*ii, -.0177722+.045493*ii, -.0255764-.00226144*ii, -2.43825e-20+3.26728e-20*ii, .036194+1.59589*ii, 1.33119e-20-2.26787e-20*ii, .147116+.814504*ii
-4.79357+15.112*ii, 15.2569-6.09734*ii, -4.76547+15.0234*ii, -30.2755-3.57883*ii, .0565174+.0225869*ii, .072765+1.06716*ii, -1.02602-14.0395*ii, .120485+1.65029*ii, 2.89894e-19+3.06276e-19*ii, -16.7503+1.46183*ii, -4.87702e-19-9.08009e-20*ii, .24429-1.06701*ii
.126129+.243034*ii, .402539+.991006*ii, -.113197-.29326*ii, -1.44539-.001425*ii, .35183-.866165*ii, -.0982093+.324914*ii, .0422462+.0832301*ii, .0593051-.00433722*ii, -1.17225e-17-2.17095e-16*ii, .540284+1.38631*ii, -1.46784e-17-9.88093e-17*ii, -.143018+.449968*ii
-.092931+.741427*ii, .518034+1.87214*ii, .112999-.740884*ii, -2.01977+.780269*ii, .13729-.496158*ii, .186633+.302506*ii, .0947756-.139134*ii, -.00814468-.0381954*ii, 5.02385e-20-5.34882e-20*ii, .910924+1.64335*ii, 9.46067e-21-1.9131e-21*ii, .243985+.24224*ii
.0076874+.400997*ii, .342502+1.29787*ii, .0228948-.430037*ii, -1.54218+.242842*ii, .190091-.720328*ii, .0206779+.230287*ii, -.019618+.124116*ii, -.0485119-.032792*ii, 1.49239e-16-8.60271e-17*ii, .676532+1.49605*ii, 1.45544e-17-4.20644e-18*ii, .0716768+.273588*ii
.220536-2.15482*ii, -.04779-.229852*ii, .457935+2.36744*ii, 2.94137+4.18588*ii, -.867083+4.17034*ii, -.867918-2.83086*ii, -.160279-.136661*ii, .0099994+.174424*ii, -7.05392e-16-1.22926e-16*ii, .187559-.156585*ii, -1.06756e-16+4.7327e-16*ii, 2.17299-2.18491*ii

component_2:
equations:
dt*F-1
c^2*dt^2-dt^2*v^2-4*L0^2
m0*u0-m*u
-dt*u+dt0*u0
.9986*c^2*F0^2-1.0012*c^2*F^2-1.0104*v^2*F0^2
.9927*c^2*m0^2*u0-.9895*c^2*u0*m^2+.9992*v^2*u0*m^2
1.0032*c^2*L0^2-.9984*c^2*L^2-1.0011*v^2*L0^2
points:
3.27415-9.16569*ii, 7.22273+23.7296*ii, 2.57105-9.02299*ii, -.0253583-.104738*ii, .0117392-.0385682*ii, 2.13244-9.05175*ii, 39.2575+23.8148*ii, 8.93554+15.1152*ii, -5.12364+6.784*ii, 26.2798-2.54009*ii, 2.7151-22.5126*ii, -8.99549-4.13069*ii
.144106+.492695*ii, -.342796-.211834*ii, .749889+1.52418*ii, .277867+.729014*ii, -2.11104+1.30454*ii, -.455832+1.19605*ii, .326279+.0259585*ii, -.114085-1.03081*ii, .584323-1.95542*ii, .216396-.0013468*ii, .569973+.296572*ii, -.133609-.674256*ii
1.03819-.092377*ii, 1.92132+.557669*ii, -1.07963+.081753*ii, .680895+1.46614*ii, .480035-.139332*ii, .259391-.553915*ii, -.108205+.281508*ii, .0738356+.0447163*ii, -.106578-.10702*ii, 1.14051+.254872*ii, .29185-.398603*ii, .130972-.332414*ii
-3.48066+2.94638*ii, 9.68265+6.35526*ii, -3.31671+2.73273*ii, -.238951+.120034*ii, .0721815-.0473767*ii, 3.36456+1.69917*ii, 8.71803-1.99816*ii, 2.89801-.983376*ii, .626523-2.26911*ii, 3.69805-5.59965*ii, 2.70024-6.71035*ii, .989998-1.94662*ii
-3.3051+9.31101*ii, -7.70029-21.5362*ii, -2.50546+9.13793*ii, -.0195206-.108482*ii, -.0147204+.0411701*ii, -1.56122+8.95455*ii, -40.1822-21.3294*ii, -10.3611-15.215*ii, 4.82343-7.45209*ii, -25.1262+4.89365*ii, -1.30471+22.298*ii, 9.64517+3.23537*ii
.116423+2.68193*ii, -2.89663+2.88232*ii, .479103-2.66843*ii, -.0285744-.365556*ii, -.173469-.172612*ii, .218317-2.71584*ii, 3.6476+.173939*ii, -1.94357+1.46792*ii, 2.433+.279868*ii, .914049+.712623*ii, -2.49996-2.69102*ii, -.771983+.035121*ii
-.034739+.796815*ii, -.341892+.171488*ii, -2.14809+.99696*ii, -.526998-.664247*ii, -2.33695-1.17218*ii, .732173-.922705*ii, -.353736-.306969*ii, -1.38404-.398136*ii, 1.4126-.85121*ii, -.412963-.35856*ii, -.532467+.057303*ii, 1.61869+.465268*ii
3.32611-9.16802*ii, 7.23426+23.5615*ii, 2.62009-9.02249*ii, .0247961+.105472*ii, .0119087-.0387857*ii, 2.06161-9.01719*ii, 39.1693+23.6835*ii, 8.99941+15.0387*ii, -5.06685+6.80005*ii, 26.2776-2.52594*ii, 2.65348-22.4399*ii, -9.01835-4.10154*ii
3.33256+.13552*ii, -1.87992-2.10807*ii, -3.42086+1.27114*ii, -.0109146+.378643*ii, -.235636+.264233*ii, -.078936-2.63579*ii, -.022791+4.38756*ii, -2.62706+3.13922*ii, 1.31819+.74612*ii, -.638006+1.06344*ii, 1.59528-.295663*ii, -1.09452+.377473*ii
.400576+.509652*ii, .255444+.341506*ii, -.912371-.246483*ii, -.08178-1.61915*ii, 1.40448-1.87766*ii, -.030789+.615297*ii, -.162236+.115439*ii, -.286515-.0203727*ii, .427023-.344396*ii, -.043331+.844312*ii, .075406-.372203*ii, -.82663+.898991*ii
.6382+1.10606*ii, 1.42009+1.35252*ii, -.557576-.948034*ii, -.72185+.722756*ii, .369242-.351671*ii, -.693776-.694372*ii, .164651-.615075*ii, -.0915994+.31238*ii, .495413-.0523454*ii, .786433+.827555*ii, -.986909+.129093*ii, -.383231-.423836*ii
7.3873-4.10634*ii, -.210852-.0597432*ii, -6.99816-1.67235*ii, 4.18628+.231235*ii, -4.39021+1.24393*ii, .238001-.0130232*ii, .853699-.534606*ii, -.693359+.851113*ii, .058291-3.72242*ii, 1.87107-3.97768*ii, -1.16222+3.21956*ii, -.519679+4.75266*ii
-1.06271+.20209*ii, .600331+1.86629*ii, 1.5826-.451582*ii, -.389685-.196383*ii, .156197-.485579*ii, 2.04212-1.0297*ii, -.973666+.749536*ii, -1.03508-.979029*ii, -1.57543+.331981*ii, .760055+1.49564*ii, -.071562-1.37828*ii, 1.58605-1.14668*ii
.043433+1.01581*ii, .897238+2.28814*ii, -.029611-1.00689*ii, -2.10399+1.27379*ii, .148534-.378792*ii, .343553+.224472*ii, .141076-.17433*ii, -.00943969+.0399923*ii, .00035351-.0112141*ii, 1.22883+1.64386*ii, .0406575-.0534978*ii, .326306+.104717*ii
.405682+1.07721*ii, .811772-.730321*ii, .415496+1.11984*ii, -1.90554+2.38863*ii, .680821+.61251*ii, .201235+.252945*ii, .0908305-.14943*ii, .0392246+.0277806*ii, .18014+.278496*ii, -.177547+1.47433*ii, .902245-.664415*ii, -.432436-.0788893*ii
.98154-.54427*ii, -.785935+.05642*ii, .856793-.581661*ii, -2.58563+.868665*ii, -1.26585-.090872*ii, -.348574-.115848*ii, -.204554+.0416416*ii, -.0975413-.0170554*ii, -.539641+.228835*ii, .414731+1.96953*ii, -.88179+.896367*ii, -.17258+.922259*ii
3.3426+.29117*ii, -2.07084-2.24144*ii, -3.53975+1.12614*ii, .011145-.347652*ii, -.222373+.240693*ii, -.095194-2.87008*ii, -.231956+4.80025*ii, -3.09428+3.29257*ii, 1.24332+.83047*ii, -.907691+1.06074*ii, 1.57671-.196225*ii, -1.29895+.196704*ii
.553733+.161666*ii, -.59806-.57297*ii, .470926-1.76019*ii, .267208-.245643*ii, -.871845+.835269*ii, 2.02581+1.86233*ii, -.409172-.677462*ii, -1.40354-2.21933*ii, -1.04159-.927633*ii, .248582-.466358*ii, .307685+.2856*ii, -.793813+1.56613*ii
.005367+.518386*ii, .572971+1.22423*ii, -.034677+.525951*ii, -1.78473+.441679*ii, .313606-.670063*ii, .525832+.133497*ii, .0369718-.134462*ii, .030408+.046466*ii, -.10873-.239055*ii, .248445+1.48685*ii, .289057-.587015*ii, .524823+.301052*ii
-2.80701-.788453*ii, 1.34365+1.76578*ii, 2.50941-1.11735*ii, -.0988088+.397338*ii, .272913-.358653*ii, .590381+2.36806*ii, .094537-3.55489*ii, 1.63005-3.56191*ii, -.983034-.44061*ii, 1.14312+.1033*ii, -.979299-.014917*ii, 1.11016+.6011*ii
.0173268+.492258*ii, -.466747+.0720732*ii, .09961+1.72334*ii, .110879-.617279*ii, -2.09259-.32313*ii, .281514+1.56718*ii, -.381876+.0825684*ii, -.309148-1.27714*ii, .544475-2.3149*ii, -.0099322+.144196*ii, .682449+.178287*ii, .486824+.0215525*ii
1.32002-1.93702*ii, .353635-.973057*ii, -1.96799+2.91156*ii, -.807168+.287168*ii, .329915+.907789*ii, -1.09741-.390415*ii, 1.09454-.799504*ii, .9019+1.21712*ii, .178011-.456257*ii, -1.27602+.032468*ii, .404462+.160975*ii, .046273+1.43531*ii
-.0413876+.469266*ii, .62518+1.24798*ii, -.0917349+.477946*ii, -1.48283+.287973*ii, .320886-.640548*ii, .647756+.128679*ii, .0463935-.14714*ii, -.0396196-.0606291*ii, -.158859-.3011*ii, .266729+1.28384*ii, .296548-.655576*ii, .557106+.273018*ii
-1.69812+3.05582*ii, -4.75329-4.0699*ii, -2.01967+3.7633*ii, .138025+.176096*ii, -.121388+.103936*ii, 2.74759-3.50667*ii, 2.99211+7.08051*ii, -4.87353+2.32029*ii, 4.01892+2.93454*ii, -1.73122+.274291*ii, 4.36353-5.46074*ii, -.248658-1.22283*ii
