variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
4.0917e-19-3.11655e-19*ii, 2.0964+3.58302*ii, -2.25881e-9+4.5e-9*ii, -1.11194-4.17493*ii, .121651-.207917*ii, -.254777-5.80954*ii, -1.05195+.039602*ii, 5.67226+2.83811*ii, -.477024+2.53285*ii, -1.08914e-17-1.63848e-17*ii, -.699429-3.40886*ii, 8.55157e-18+3.38244e-17*ii
-4.78246e-19+6.01991e-18*ii, -.241949+.145736*ii, -1.37629e-9-5.69254e-10*ii, -.535533-1.13205*ii, -3.03277-1.82676*ii, -4.61364+3.10439*ii, 3.32122-2.30599*ii, -.210347-2.61725*ii, -1.56534-.023799*ii, -1.06686e-17+4.6419e-19*ii, -1.31231-.316115*ii, -1.62698e-17+2.74231e-17*ii
-6.98616e-18-1.55334e-17*ii, .625822+.512125*ii, 4.25652e-10+6.349e-10*ii, 7.72203-8.5409*ii, .957024-.783155*ii, -3.63543-8.22993*ii, -6.65272-2.41492*ii, 2.08257-.061047*ii, -2.49129-4.75372*ii, -3.88055e-19-2.38322e-18*ii, .938453-.045714*ii, -1.64746e-17+5.75715e-17*ii
-3.631e-19-7.91512e-18*ii, .229626+.675475*ii, -6.2961e-11+4.4979e-9*ii, -.384351+.796591*ii, .451137-1.32708*ii, 1.30301+.192984*ii, -1.18904-.50758*ii, -.515212+1.2722*ii, -.200833-.689524*ii, 9.12844e-18-4.15404e-17*ii, 1.77786-.733632*ii, -9.58531e-18-1.53791e-17*ii
2.41847e-19+3.20027e-18*ii, -.763625-.234278*ii, -1.07366e-9-5.6444e-9*ii, 1.0071-.333972*ii, -1.19689+.367201*ii, 2.11506+.290195*ii, .0674984+.1688*ii, 2.46259+.972544*ii, .904415-.691861*ii, -8.98164e-18+3.4083e-18*ii, 1.47606+1.0925*ii, 1.80168e-17-3.40665e-18*ii
-1.26842e-17-8.22e-21*ii, .358255-1.77559*ii, -3.0807e-9-5.7462e-10*ii, .582405+1.81483*ii, .109188+.541162*ii, -.175261-.96791*ii, -2.13406+.519181*ii, -1.14867-.423838*ii, -1.43218+4.31443*ii, -1.2026e-17-4.77945e-18*ii, 1.14927+2.37206*ii, -9.68735e-18-1.43204e-17*ii
-2.2749e-18+1.35063e-18*ii, .124443-.431059*ii, -2.65769e-9+9.3242e-11*ii, .213556+1.56843*ii, .618203+2.1414*ii, .688789-.511142*ii, -.977031-1.75714*ii, .822724+1.99611*ii, .934454+.349961*ii, 7.92981e-18+8.60622e-18*ii, -.865385-2.36175*ii, 8.06697e-18-2.07437e-17*ii
-2.91456e-18-1.68886e-18*ii, -2.26533+.038403*ii, 4.50355e-10-6.90857e-10*ii, .681848-.064674*ii, -.441311-.0074813*ii, 2.55843-.172293*ii, 1.84904-1.39739*ii, -.164566-1.77094*ii, -1.25501-3.06047*ii, -8.85593e-18+4.83168e-18*ii, 1.74806-.70227*ii, -7.01473e-18-1.04026e-17*ii
-1.18695e-17-1.07142e-17*ii, .994486+.077094*ii, -1.41405e-9-2.83412e-9*ii, -1.4928+1.10216*ii, .999538-.077486*ii, 1.86251+.392462*ii, 1.37994+.344437*ii, .302545+1.46397*ii, .761936+.992527*ii, -6.57321e-18-4.26644e-18*ii, -1.27208-2.67331*ii, 2.8681e-18-5.88682e-19*ii
1.42943e-18+3.25146e-19*ii, 2.94119-.295591*ii, -1.96955e-9-1.76107e-9*ii, -1.98853+2.81918*ii, .336599+.0338284*ii, .15767+9.31748*ii, .395295+1.92438*ii, 1.67143+2.22358*ii, 1.66381+6.39795*ii, -3.6341e-19+4.14788e-18*ii, -.144775-4.06243*ii, -8.31314e-18-8.05247e-18*ii
-5.66666e-18-4.68179e-18*ii, -.0096714+.3105*ii, -8.26543e-10-1.2917e-9*ii, -3.06894+3.15474*ii, -.100219-3.21749*ii, -2.26968-2.89589*ii, 4.61864+1.37624*ii, -1.43492-2.50449*ii, -5.42369+.926759*ii, -3.7916e-19-7.79593e-18*ii, 1.34752+2.87431*ii, 1.79922e-17+1.11146e-17*ii
-5.21831e-18-1.17519e-18*ii, .812243-.713626*ii, 1.88587e-9+2.68553e-9*ii, 1.12172-.355032*ii, .694818+.610458*ii, 3.12744+1.28307*ii, 1.48459-.055245*ii, -.711789-.919585*ii, -.655041+.13451*ii, 1.6861e-19-1.21188e-17*ii, -1.67837-.192418*ii, 1.98357e-18+1.74469e-17*ii
9.92175e-19+1.36746e-18*ii, .913877+2.0263*ii, -6.27449e-10+1.52504e-10*ii, -8.51779-4.76465*ii, .184955-.410093*ii, 1.06395+1.4228*ii, -.690774+1.91814*ii, 12.6012-5.43349*ii, -4.06418-.536539*ii, -1.65933e-17-2.71697e-18*ii, -.091608-7.51993*ii, -2.23293e-18+4.00459e-18*ii
3.9148e-20+8.6449e-19*ii, 3.52195-.314385*ii, -5.5897e-10+3.12709e-10*ii, -2.43348-9.10997*ii, .281689+.0251448*ii, -4.25376-4.12034*ii, -1.71666+6.31179*ii, -9.31641+1.80759*ii, .299396-7.90368*ii, 3.00462e-18+9.67567e-19*ii, 16.2209+2.84193*ii, 5.19227e-19-1.71811e-18*ii
7.11713e-18-6.9457e-18*ii, .425921-.728604*ii, 5.91858e-9+2.16464e-9*ii, -.928865-.578165*ii, .597974+1.02293*ii, 2.54888+.878511*ii, 1.24721+.389959*ii, -2.68952+.813914*ii, -1.22236+1.78207*ii, 3.86793e-17+1.64585e-17*ii, 1.48247-.385229*ii, -2.02151e-17+5.12255e-17*ii
-5.40608e-18-2.14391e-18*ii, 2.20152-.234499*ii, 1.54726e-9+2.96854e-9*ii, 1.7606-.112581*ii, .449136+.0478405*ii, 1.02122-.23945*ii, -.675652-.997129*ii, -.612236+.824417*ii, -.636981-.925065*ii, -1.67547e-17-5.33584e-17*ii, -2.61399+.267203*ii, -9.73768e-18-2.49631e-17*ii
2.15913e-18+1.21774e-17*ii, -.45462-.877958*ii, 2.06609e-9+1.47877e-9*ii, .693322+1.36419*ii, -.46509+.898177*ii, 1.12236+1.81415*ii, -.719506-1.18439*ii, -.084486+1.33341*ii, -1.44923+1.18654*ii, 1.45181e-17-9.93085e-18*ii, -.758074+.31946*ii, -2.39722e-17+2.14147e-17*ii
2.7451e-17-1.55572e-17*ii, -1.23764+.031614*ii, 1.41945e-9+1.86643e-9*ii, 1.05424-1.85905*ii, -.807461-.020626*ii, 2.50452-1.50632*ii, -1.20212+2.58227*ii, .452366-.637968*ii, .463327+2.48751*ii, -6.21613e-17-3.65476e-17*ii, .121579-1.44469*ii, 1.45935e-16+2.41855e-17*ii
2.61881e-18+3.78659e-18*ii, -1.1614-.113224*ii, 5.11598e-10-4.76984e-10*ii, -.121932+2.59743*ii, -.852926+.083151*ii, -.94075-.691526*ii, 2.05178-2.83516*ii, -2.76478+1.41676*ii, -1.75898+1.22975*ii, 7.97469e-18+1.17291e-17*ii, 1.55987+.338897*ii, -1.83833e-17-6.62616e-18*ii
2.546e-17+2.12274e-17*ii, -.363248+.0725953*ii, -7.97557e-10-1.07037e-9*ii, 2.19814+1.29693*ii, -2.64721-.529046*ii, -.503722-.287155*ii, -2.2389-.913017*ii, -.391431+.861635*ii, 2.11092-2.24242*ii, -3.20214e-16-8.89078e-17*ii, .667747-2.51635*ii, -2.80339e-16-2.59565e-16*ii
1.87691e-18+5.00917e-19*ii, 1.04885+.626658*ii, 2.5891e-10+8.15866e-10*ii, -1.61489+1.07871*ii, .702614-.419793*ii, -6.54-3.64488*ii, 10.2989-2.54096*ii, 5.8011+.526569*ii, -2.21709+5.46869*ii, 1.95451e-18+5.66491e-18*ii, 1.31339-4.22006*ii, 4.30361e-18-1.19957e-17*ii
-5.84653e-18+2.94517e-18*ii, 1.08529+3.06758*ii, -4.31165e-10+1.19558e-9*ii, -4.63865+2.79905*ii, .102503-.289725*ii, 3.66339-.208822*ii, 1.21753+2.41646*ii, 5.34244+1.14492*ii, -1.43308-5.52707*ii, 3.18539e-17+2.56276e-17*ii, 7.09505+3.79026*ii, 1.32985e-17-2.8111e-17*ii
-8.89865e-18+9.49109e-18*ii, -.487171+.574434*ii, -1.0904e-9-1.19429e-9*ii, -.737397-2.13991*ii, -.858739-1.01256*ii, 1.07084-2.21787*ii, 2.12974+.949255*ii, .151176-.642425*ii, -3.01121+1.77251*ii, -5.57276e-18+3.23573e-17*ii, 2.35816-.20823*ii, -5.00953e-17-5.09734e-17*ii
-2.99126e-17+1.10497e-17*ii, .0297344+.403549*ii, -3.97699e-9+3.76558e-9*ii, -.833366-1.81495*ii, .1816-2.46463*ii, -.420474-1.67821*ii, .159347-.695397*ii, -.770901-.285012*ii, 1.77786-.160436*ii, 4.50427e-17-5.43422e-18*ii, -.244212+1.41301*ii, -4.29933e-17-8.21856e-17*ii
1.11762e-18+4.67894e-18*ii, .4003-.608114*ii, -4.29782e-10-6.99407e-10*ii, 2.79855-6.73487*ii, .755223+1.14729*ii, -1.4224-.053617*ii, -1.48731+2.39093*ii, .867478-2.76917*ii, 2.12546-3.07271*ii, -1.75807e-18+4.55128e-18*ii, -1.70969-2.16454*ii, -1.06856e-17-2.64356e-17*ii
3.4950e-18+2.30789e-16*ii, -.594542+.245785*ii, 5.03782e-9+8.99729e-9*ii, 1.18498+1.22979*ii, -1.43647-.59384*ii, -1.09936+.355461*ii, 1.2895-.091869*ii, .232289+.192758*ii, 1.39115+.497339*ii, -5.50501e-17-9.54647e-17*ii, -.75478-1.24074*ii, 3.44159e-17-1.01165e-16*ii
6.04116e-19-5.73808e-18*ii, -.236612+.380776*ii, -8.61585e-10-5.13269e-10*ii, 4.54829+.219303*ii, -1.17732-1.89464*ii, 3.48878+.70748*ii, 1.09171-3.00211*ii, 2.40313-2.23546*ii, 5.184-6.24636*ii, -2.89897e-17-3.42506e-17*ii, .439944+1.34303*ii, -7.665e-17+2.86393e-16*ii
-1.02492e-17+1.18882e-17*ii, 2.64226-.635126*ii, 2.05848e-10-1.79452e-9*ii, .769002-.253975*ii, .357791+.0860029*ii, -.821251-2.07629*ii, -.377578+1.78464*ii, .855765+3.21287*ii, .232959+3.67251*ii, -2.9657e-19+3.24889e-19*ii, 1.11209+.76841*ii, 2.27234e-17+1.31413e-17*ii
-4.38211e-18+8.24307e-18*ii, -1.34593-.310745*ii, -8.64283e-10+5.33841e-10*ii, 1.21602-1.71028*ii, -.705382+.162857*ii, 1.79906+.595194*ii, 2.77574+3.19929*ii, .187888+2.1741*ii, -3.73113+.956447*ii, 1.94339e-17+1.50042e-17*ii, 3.69118+3.65476*ii, -1.04608e-17+3.38968e-18*ii
-1.05873e-17-1.07314e-17*ii, .746761+1.01529*ii, 2.74618e-9-1.5657e-9*ii, -.939531-.890119*ii, .470116-.639164*ii, -.786002+1.03383*ii, -.18838+.252071*ii, .968265-.522733*ii, .180868-.11658*ii, -2.61525e-18-2.53079e-17*ii, -.127497-.872305*ii, 1.95202e-17+3.8052e-17*ii
-3.18349e-18+6.95139e-18*ii, .642783+.967076*ii, -5.00336e-9-5.23937e-10*ii, .756642-.118109*ii, .476698-.717199*ii, .271383+1.09755*ii, .475327+1.97485*ii, .692365+.271784*ii, -.836518+2.33037*ii, -5.60362e-17-2.11808e-17*ii, 2.09834-1.78265*ii, 2.20519e-17-2.64796e-17*ii
2.17823e-18-5.56019e-18*ii, -.799412+.023824*ii, -1.39139e-9+5.3326e-9*ii, -.201454-1.77308*ii, -1.24981-.037246*ii, -.5853-.050772*ii, -.0169689-.486835*ii, .227891-.456571*ii, .428229+.787375*ii, 1.54704e-16+1.80523e-17*ii, -1.23085-.108355*ii, 1.98896e-17-2.56993e-17*ii
5.85365e-19-1.22819e-18*ii, -.294404-.206208*ii, 9.17925e-10+9.02709e-10*ii, 3.57408+4.50247*ii, -2.27875+1.5961*ii, -5.89892+.58388*ii, -.575223+1.5834*ii, .060273-3.18539*ii, -3.14301-.675191*ii, -4.77024e-18-4.71377e-18*ii, -3.90756-1.22242*ii, 4.79616e-18-1.14407e-17*ii
1.39056e-17-1.48966e-17*ii, -.63005-.558359*ii, -4.29025e-9-2.79601e-9*ii, 2.56819+.090329*ii, -.888987+.787832*ii, .366307+.145669*ii, .813113+.372506*ii, -1.38377+.135855*ii, 1.61825-1.47671*ii, -2.54114e-17-3.53769e-17*ii, .169775-.333851*ii, 2.42443e-17+2.4295e-17*ii
-6.48286e-17+6.38567e-17*ii, -.0083314-.350762*ii, -1.02728e-9+1.10769e-10*ii, 2.06634-.734784*ii, -.067678+2.84933*ii, -.364322-.0169673*ii, 4.52851-1.74526*ii, -.265256-.217918*ii, 1.63592+.043272*ii, -9.643e-19+7.40226e-17*ii, 1.23051-.431495*ii, -7.35791e-17+4.2227e-17*ii
4.37387e-18-1.95554e-19*ii, 2.64938-2.29985*ii, -2.65141e-9+1.68301e-9*ii, .629221+1.11898*ii, .215248+.18685*ii, -1.37405-.39454*ii, -3.96492-1.58226*ii, 3.61726+1.19752*ii, 1.07669+6.1351*ii, -3.60758e-18+6.06563e-18*ii, .68727+.052557*ii, -1.00421e-17+1.94402e-18*ii
-3.11164e-18+1.52056e-18*ii, .221483-.0330242*ii, 2.96244e-9+3.94647e-9*ii, 1.53443-5.09454*ii, 4.41683+.658573*ii, -5.37893+2.06416*ii, -1.96228-1.23737*ii, 3.60135-4.94514*ii, -9.37908-1.63649*ii, -4.05457e-18-2.29681e-18*ii, -8.95892-2.38615*ii, -1.67429e-17-2.83288e-18*ii
-1.03975e-18-1.79312e-18*ii, .110195-.0917287*ii, 6.62618e-10+1.92747e-9*ii, -4.45037-3.2859*ii, 5.36044+4.46215*ii, .596504-.705021*ii, 5.21142-1.30029*ii, 7.09112-6.96397*ii, -1.66209+1.17124*ii, -6.54505e-17+5.09274e-17*ii, -2.56098+.906246*ii, -2.3522e-17+4.73597e-17*ii
1.12217e-17+1.94259e-17*ii, -.507721-.475211*ii, -8.90285e-10+2.85459e-9*ii, .715738-.727061*ii, -1.04986+.982641*ii, .796457-1.13319*ii, 1.81555-1.5972*ii, -1.01564+.466548*ii, -.220703+.094783*ii, -2.18977e-18+4.71426e-17*ii, .709773-.588789*ii, -7.31604e-17+2.55514e-17*ii
4.1219e-18+1.49383e-18*ii, -.46769-.72719*ii, -7.51865e-10+1.50309e-10*ii, .431804+.799371*ii, -.625639+.972778*ii, -.189223-2.7724*ii, -.272878+5.12428*ii, 1.31252+.283802*ii, -1.95039-2.69714*ii, -3.02051e-19+2.55947e-18*ii, .392338-1.42888*ii, 1.32667e-17-4.27498e-18*ii
8.72592e-18-7.61023e-18*ii, .389382-.364073*ii, 3.59003e-10-1.54176e-9*ii, -3.2017-3.85357*ii, 1.37026+1.28119*ii, .483041+2.41072*ii, -1.16201-.513659*ii, 2.62029+.547279*ii, -1.69622+2.44003*ii, -3.0139e-17+9.83182e-18*ii, -2.14332+.715521*ii, 1.68754e-17+3.27036e-17*ii
-6.77497e-17-4.3116e-18*ii, -.307057+.345383*ii, -1.89744e-9+8.56433e-9*ii, -1.25996+.245988*ii, -1.43771-1.61716*ii, -1.08761-.8223*ii, -.283401+.858806*ii, .36532-1.72815*ii, .167971+.535442*ii, -8.36976e-17+1.51126e-16*ii, .537017-1.8949*ii, -3.97449e-17+6.34139e-17*ii
5.42371e-18+1.0051e-19*ii, .152941-.273777*ii, 2.42983e-9-7.905e-10*ii, -1.29317-1.05704*ii, 1.55516+2.78385*ii, -.443339+2.77934*ii, 3.23917-.462993*ii, -.346644-2.70854*ii, -.264523-2.20041*ii, 1.24842e-17-1.40732e-17*ii, .947756-2.31382*ii, 3.83175e-17+2.03975e-17*ii
-3.0266e-16-1.6349e-16*ii, -3.74669+1.74774*ii, 2.94305e-9-4.46753e-9*ii, -.442653-1.27229*ii, -.219204-.102253*ii, -1.9744-1.09565*ii, -.353338-.445646*ii, .0290133+.194075*ii, 2.5778-1.50397*ii, 5.39851e-18-4.53885e-18*ii, -.059209+1.40921*ii, 8.35427e-18-8.36797e-18*ii
2.53747e-18-2.22892e-18*ii, 5.72102+5.59159*ii, -1.28942e-10+2.28336e-9*ii, -4.12994+6.22375*ii, .0893966-.0873741*ii, 4.94742-1.71862*ii, 1.9458+.604153*ii, -4.07407+1.27702*ii, -2.40975-2.78305*ii, 3.97254e-18-3.42816e-18*ii, -1.56152+3.50153*ii, 3.75029e-18-6.61627e-18*ii
-8.5695e-19+8.45582e-18*ii, .089517-1.08342*ii, -1.163e-9-1.97542e-10*ii, -.180462-1.22813*ii, .075746+.916746*ii, .485664-.534129*ii, .286016+2.64622*ii, .187438+.186615*ii, -.217185-1.61119*ii, -5.87049e-17+2.21002e-17*ii, -3.17238+.00006*ii, -9.23212e-18-2.28941e-17*ii
-1.59091e-18+1.62065e-18*ii, .110088+3.17827*ii, 5.23167e-11+4.44529e-10*ii, -3.47468+7.27527*ii, .0108852-.31426*ii, 2.40307-.813317*ii, 7.21175+7.99274*ii, -5.70799+.605666*ii, 2.01986-5.29428*ii, 3.15251e-17+5.74337e-18*ii, 5.82042-.307506*ii, 1.6003e-17-2.60305e-17*ii
-3.58818e-18-3.56813e-18*ii, -.238211-.6439*ii, 3.09813e-9+9.52155e-10*ii, -2.94214-1.46558*ii, -.505378+1.36607*ii, -2.56908-.448623*ii, 1.39901-.746672*ii, -.627973-2.0583*ii, .792149+.471491*ii, 2.07474e-18+4.66822e-18*ii, .889204+1.29429*ii, 1.97495e-17-2.89372e-17*ii
-2.14156e-18-1.55126e-18*ii, -2.53285+1.9727*ii, 9.03596e-10+1.17244e-9*ii, -7.02865+6.33873*ii, -.245744-.191397*ii, 1.39872-5.07871*ii, -.518246-2.29219*ii, .777851+5.88441*ii, 4.89958+2.15327*ii, 1.07782e-17+6.62809e-18*ii, .6672+.513746*ii, -3.04239e-17-9.36849e-18*ii
-3.63391e-18-5.45788e-18*ii, .507762+.39987*ii, 1.43302e-9-8.18632e-9*ii, -.644615+.354206*ii, 1.21556-.957273*ii, .425381+.599182*ii, -.911794+.79859*ii, -2.75497-2.24906*ii, 2.39453+.210606*ii, -1.49324e-18-1.31673e-17*ii, -.0646017+.111102*ii, -2.2378e-17+1.85538e-17*ii
-4.2553e-18-8.88452e-19*ii, .0191312-.0574122*ii, 2.57128e-10-7.60362e-10*ii, 8.18304+9.85327*ii, 5.22402+15.6771*ii, 19.6969-3.20571*ii, 1.33738-4.80289*ii, 5.14428+3.46303*ii, 2.6431+18.0458*ii, -7.62752e-19+1.0707e-18*ii, 1.94188+2.28772*ii, -1.86932e-18+8.54672e-19*ii
-7.89189e-18-1.10044e-17*ii, .501455+.282766*ii, -2.4398e-11+2.49448e-9*ii, .440423+2.5108*ii, 1.51308-.853212*ii, -.82761+2.2652*ii, .681585+2.64812*ii, -2.00338-.843932*ii, .954734+2.90078*ii, 9.21643e-18+1.94631e-17*ii, .492342+1.50377*ii, 3.4022e-19+1.26669e-17*ii
7.72019e-18-1.30145e-17*ii, -.110634+1.31461*ii, 2.34238e-9+2.63693e-9*ii, -1.54026-.847123*ii, -.063567-.755334*ii, -1.42482+.429525*ii, 2.32483-1.92528*ii, .918212+.648271*ii, 3.21116+3.27477*ii, 8.43633e-18+1.25472e-17*ii, .502277-.262433*ii, 1.92943e-18+2.34469e-17*ii
3.59677e-18+1.65652e-18*ii, 3.53007-1.91924*ii, -2.32357e-10-6.04742e-10*ii, 3.55917-1.38791*ii, .21865+.118876*ii, 2.20576+2.31642*ii, -.588346-.050459*ii, -2.41708+3.17004*ii, -2.42267-.203793*ii, 1.08292e-17+5.26191e-18*ii, 1.92616-.677581*ii, -8.08548e-18+1.1114e-17*ii
-4.26038e-19+1.92419e-18*ii, -.383276+.297185*ii, 7.28675e-10+1.12052e-9*ii, -2.83428+.354808*ii, -1.62944-1.26344*ii, .428055-2.1642*ii, .0845532-.499424*ii, 1.9569-.248094*ii, -1.08967-1.60857*ii, 1.18952e-17-9.95411e-18*ii, 3.50679-1.15401*ii, 4.82787e-18-1.2218e-17*ii
-3.63839e-17-1.40752e-17*ii, -.895284+.970845*ii, 1.26969e-9-1.25233e-9*ii, -1.56907-1.28203*ii, -.51333-.556653*ii, -2.75399+3.00252*ii, -1.39893-1.96086*ii, .37398+.11609*ii, -.419138+2.46424*ii, -2.20947e-18+1.69854e-18*ii, -.424042-.492212*ii, -1.22626e-17+3.60589e-17*ii
2.03154e-18+2.14607e-18*ii, -.240291-1.15724*ii, 4.51744e-10-2.82869e-10*ii, 4.04098-2.10772*ii, -.172012+.828408*ii, 1.8603+4.29672*ii, -7.17881-5.44922*ii, 4.43491-2.32482*ii, -5.56197+.780154*ii, -1.16877e-17+6.53766e-18*ii, .846264+7.47455*ii, -4.19085e-18-1.30219e-17*ii
8.02059e-18-2.50337e-18*ii, -.14124-.534011*ii, -7.77068e-9-3.40573e-9*ii, -.025058+.859844*ii, -.462907+1.75019*ii, 2.10686-1.53197*ii, -2.4326+1.74093*ii, .716651-.654651*ii, 1.66816+.354674*ii, 2.67394e-17-8.43052e-18*ii, -.393796+.892743*ii, 1.1515e-17+6.26589e-17*ii
2.17188e-18-2.96025e-18*ii, -.0213652-.357144*ii, 3.54724e-9+2.11825e-9*ii, -1.25988-2.6717*ii, -.166904+2.79001*ii, .787791+1.76957*ii, .536184+.246449*ii, -1.92492+2.14097*ii, .892472+1.84457*ii, -8.00368e-18+4.76193e-18*ii, 1.28445-.466675*ii, 3.16926e-17-1.45408e-17*ii
-6.4441e-19-6.72861e-19*ii, -.0340717+.0259123*ii, 2.92848e-10+2.24541e-10*ii, 2.87113+14.6705*ii, -18.5948-14.1418*ii, 47.3452-10.0965*ii, -13.0666+6.81709*ii, -25.132+20.5486*ii, 3.48922-29.745*ii, -1.7688e-19-7.1206e-19*ii, 5.09152-5.07908*ii, -3.84106e-18-3.11091e-18*ii
8.93166e-17-3.64442e-17*ii, .054558+.839805*ii, 1.35517e-9-6.15268e-9*ii, -1.15436+1.24404*ii, .077033-1.18575*ii, -.38709-.0084785*ii, .363796-.84253*ii, -.0770412+.362992*ii, .197603+1.09458*ii, 2.71412e-16+1.17397e-16*ii, 1.87124+.914274*ii, 6.49879e-17+1.45403e-16*ii
-2.0703e-18+1.41065e-17*ii, 1.31059+1.23221*ii, -2.8891e-11+3.39318e-9*ii, .850209+.550362*ii, .405003-.380782*ii, 2.75063-1.92465*ii, .62388+2.11467*ii, .630716-1.62465*ii, -2.46628+.763501*ii, 3.82125e-18-1.5978e-17*ii, -3.10494+.987452*ii, -1.10353e-17-9.31039e-18*ii
1.7317e-19-9.57733e-18*ii, .916712+1.33415*ii, 1.32988e-9-4.95583e-9*ii, -.019502-2.30543*ii, .349849-.509157*ii, .126389-1.04714*ii, .432005-.442805*ii, 1.54922-.510824*ii, -2.25302-.820861*ii, 2.63714e-16-1.64717e-16*ii, 3.00298-1.10893*ii, -2.37326e-16-2.62433e-17*ii
-7.60304e-18-5.45382e-18*ii, -2.91643+.388349*ii, 2.01915e-9+9.52695e-10*ii, -.276775-1.30472*ii, -.336911-.0448628*ii, 1.17226-1.78551*ii, -2.80912+1.55231*ii, -.914317+1.93607*ii, 1.20983-.146555*ii, -1.93653e-18+6.41621e-18*ii, 1.0078+1.08621*ii, 4.11785e-18+1.43413e-18*ii
-5.73824e-18-4.05538e-18*ii, -1.41845+1.0182*ii, 2.59565e-11-3.29339e-10*ii, 2.13101+1.53077*ii, -.465258-.333975*ii, -1.24729-3.81949*ii, -1.72788-5.16954*ii, 2.28906+1.03792*ii, 2.84475+.033214*ii, 2.63958e-18+7.49321e-18*ii, 2.79967-.241078*ii, 3.82748e-18+1.21035e-17*ii
9.52699e-18-9.3505e-19*ii, -.203253+.0324788*ii, -1.30878e-9+1.13486e-10*ii, 4.83294-1.08308*ii, -4.79749-.766615*ii, -3.97282+1.52758*ii, 1.45201+1.14684*ii, 1.16472+.33485*ii, -2.04593-.870237*ii, -1.32755e-17+4.24832e-18*ii, .600202-1.89606*ii, -1.38266e-17+6.8686e-18*ii
8.96884e-18-2.75838e-18*ii, -.0290156+.35816*ii, -4.65278e-10-4.1771e-10*ii, -2.93463+1.30141*ii, -.224717-2.77384*ii, -.414694+1.05576*ii, 1.75708+2.85825*ii, -.840714-.963533*ii, .053693+2.41074*ii, -1.54037e-18+5.38754e-18*ii, 2.58785-.34705*ii, 1.37681e-17-1.834e-17*ii
-5.54611e-18-7.54513e-19*ii, .335862+2.1383*ii, 1.19033e-9+9.58383e-10*ii, .606113-1.75997*ii, .0716867-.456401*ii, 2.89628+.824763*ii, -1.41887+2.85188*ii, .957109+2.12036*ii, -.097993-.767457*ii, -4.463e-18-1.36677e-17*ii, 3.5044-1.20178*ii, -1.61393e-17+5.75144e-18*ii
1.01149e-17-1.1123e-19*ii, .486208+.0783943*ii, 4.40741e-9-7.60741e-10*ii, 1.34387-2.81553*ii, 2.00462-.323218*ii, 1.02612+1.87746*ii, -.911001+.43161*ii, -1.94957-2.03246*ii, -.066744-.688827*ii, 4.65315e-17+1.93003e-17*ii, .570547+.711578*ii, 3.82496e-17+8.53998e-17*ii
8.65043e-19-3.3035e-18*ii, .0603181-.115637*ii, 2.01976e-10-1.3565e-9*ii, .861743+1.73737*ii, 3.54599+6.7981*ii, -1.3555-.134805*ii, 2.6421-.4118*ii, -.610808-1.8785*ii, .685593+.718886*ii, -3.80342e-18+1.30746e-17*ii, 5.10928+.528806*ii, 1.54992e-17-6.46284e-18*ii
-2.4518e-18+1.70006e-18*ii, .188802-.150357*ii, -3.64394e-10-7.22571e-10*ii, 2.02837-4.41475*ii, 3.24105+2.58108*ii, 3.6114-1.634*ii, -.078244-1.10855*ii, -.497994+2.14281*ii, -2.17876-.313011*ii, -7.31964e-18+1.02798e-18*ii, -.953119+.863202*ii, 3.3443e-18+1.94985e-17*ii
2.21072e-18+5.7522e-20*ii, .146653+1.51776*ii, 2.36181e-9-4.86141e-10*ii, -.626139+.914354*ii, .063074-.652773*ii, -1.14749-2.56763*ii, -1.72857-.546486*ii, 3.46817-1.91923*ii, 1.36426-.784704*ii, -4.19799e-18+4.77081e-18*ii, .674369-.591857*ii, -4.54883e-18-2.57822e-18*ii
1.0162e-18+1.21029e-18*ii, -.0668308-.112165*ii, -4.38983e-11-6.36379e-10*ii, -1.17331+8.44386*ii, -3.9203+6.57961*ii, 7.45326-.154767*ii, -4.03341-1.1348*ii, -3.04932-1.94943*ii, -4.03136+4.50609*ii, -8.0655e-20-4.16144e-18*ii, -4.25263-.363181*ii, 1.22499e-18-4.19101e-18*ii
-3.94976e-18-1.09247e-18*ii, -2.83174+1.57659*ii, 3.32411e-9+1.40624e-9*ii, -2.18417+1.96996*ii, -.269576-.150089*ii, -.241029-.0878009*ii, -.43268-1.87182*ii, -1.93685+3.48579*ii, 1.80907+.263727*ii, 2.33587e-17-8.52945e-18*ii, -1.52553-1.34189*ii, -4.2733e-18+1.17699e-17*ii
-6.604e-19+9.73788e-18*ii, -.142393+.173572*ii, 8.91494e-10+1.26046e-9*ii, 1.67923-2.51244*ii, -2.8251-3.44368*ii, .457361+2.56494*ii, -2.41551-.605056*ii, 1.35964-1.16086*ii, -2.16542-3.39372*ii, 1.10702e-17+3.34776e-18*ii, -1.68544+1.71959*ii, -8.24775e-18+1.37556e-17*ii
-7.94209e-19+6.54714e-18*ii, -.60504+.80978*ii, 2.18112e-9-1.71e-10*ii, 1.02471-1.36349*ii, -.592122-.79249*ii, .087149-1.4207*ii, -1.50792+1.02651*ii, .753621-2.61725*ii, 1.42449+.536125*ii, 4.73318e-18+1.12495e-17*ii, -2.7509+1.27874*ii, 1.35117e-17+6.11779e-18*ii
